Master Planning Family,Product Department,Product Group,Product Line,Product Price Group,Product Sub Group,Product Type,Short Name
 ,   ,11,1,N,8,33,10076
 ,   ,11,1,N,8,33,10076
G19,1,11,1, ,8,33,10076
G19,1,11,1, ,8,33,10076
G19,1,11,1, ,8,33,10076
0, ,11,1,1,8,33,10076
0, ,11,1,1,8,33,10076
0, ,11,1,1,8,33,10076
 ,   ,13,1,N,100,33,10395
 ,   ,13,1,N,100,33,10395
 ,   ,13,1,N,100,33,10395
G17,1,13,1, ,100,33,10395
G17,1,13,1, ,100,33,10395
G17,1,13,1, ,100,33,10395
0,        ,13,1,300,100,33,10395
0,        ,13,1,300,100,33,10395
0,        ,13,1,300,100,33,10395
G17,1,6,1, ,94,12,10970
G17,1,6,1, ,94,12,10970
G17,1,6,1, ,94,12,10970
   ,SRS,6,1,0,94,12,10970
   ,SRS,6,1,0,94,12,10970
   ,SRS,6,1,0,94,12,10970
   ,      ,6,1,   ,62,47,10020
   ,      ,6,1,   ,62,47,10020
   ,      ,6,1,   ,62,47,10020
30,1,6,1,N,62,47,10020
30,1,6,1,N,62,47,10020
30,1,6,1,N,62,47,10020
 ,   ,6,1,N,62,47,10020
 ,   ,6,1,N,62,47,10020
 ,   ,6,1,N,62,47,10020
10,1,2,1,N,26,4,10278
10,1,2,1,N,26,4,10278
10,1,2,1,N,26,4,10278
30,1,2,1,N,26,4,10278
30,1,2,1,N,26,4,10278
30,1,2,1,N,26,4,10278
50,1,2,1,N,26,4,10278
50,1,2,1,N,26,4,10278
50,1,2,1,N,26,4,10278
   ,      ,21,1,   ,45,44,10537
   ,      ,21,1,   ,45,44,10537
   ,      ,21,1,   ,45,44,10537
 ,   ,21,1,N,45,44,10537
 ,   ,21,1,N,45,44,10537
 ,   ,21,1,N,45,44,10537
   , ,21,1,N,45,44,10537
   , ,21,1,N,45,44,10537
   , ,21,1,N,45,44,10537
G11,1,13,1, ,110,24,10705
G11,1,13,1, ,110,24,10705
G11,1,13,1, ,110,24,10705
T19,TRK,13,1,0,110,24,10705
T19,TRK,13,1,0,110,24,10705
T19,TRK,13,1,0,110,24,10705
0, ,13,1,1,110,24,10705
0, ,13,1,1,110,24,10705
0, ,13,1,1,110,24,10705
50,1,16,1,N,65,33,10786
50,1,16,1,N,65,33,10786
50,1,16,1,N,65,33,10786
G17,1,16,1, ,65,33,10786
G17,1,16,1, ,65,33,10786
G17,1,16,1, ,65,33,10786
G13,1,16,1, ,65,33,10786
G13,1,16,1, ,65,33,10786
G13,1,16,1, ,65,33,10786
10,1,4,2,N,52,20,10002
10,1,4,2,N,52,20,10002
10,1,4,2,N,52,20,10002
S02,SRS,4,2,0,52,20,10002
S02,SRS,4,2,0,52,20,10002
S02,SRS,4,2,0,52,20,10002
0, ,4,2,1,52,20,10002
0, ,4,2,1,52,20,10002
0, ,4,2,1,52,20,10002
   ,      ,3,1,   ,33,30,10301
   ,      ,3,1,   ,33,30,10301
   ,      ,3,1,   ,33,30,10301
G17,1,3,1, ,33,30,10301
G17,1,3,1, ,33,30,10301
G17,1,3,1, ,33,30,10301
G13,1,3,1, ,33,30,10301
G13,1,3,1, ,33,30,10301
G13,1,3,1, ,33,30,10301
50,1,21,1,N,83,44,10855
50,1,21,1,N,83,44,10855
50,1,21,1,N,83,44,10855
50,1,21,1,N,83,44,10855
50,1,21,1,N,83,44,10855
50,1,21,1,N,83,44,10855
G03,1,21,1, ,83,44,10855
G03,1,21,1, ,83,44,10855
G03,1,21,1, ,83,44,10855
50,1,12,1,N,66,22,10077
50,1,12,1,N,66,22,10077
50,1,12,1,N,66,22,10077
G11,1,12,1, ,66,22,10077
G11,1,12,1, ,66,22,10077
G11,1,12,1, ,66,22,10077
G15,1,12,1, ,66,22,10077
G15,1,12,1, ,66,22,10077
G15,1,12,1, ,66,22,10077
 ,0,12,1,0,66,22,10077
 ,0,12,1,0,66,22,10077
 ,0,12,1,0,66,22,10077
10,1,4,2,N,19,15,10315
10,1,4,2,N,19,15,10315
10,1,4,2,N,19,15,10315
50,1,4,2,N,19,15,10315
50,1,4,2,N,19,15,10315
50,1,4,2,N,19,15,10315
 ,   ,4,2,N,19,15,10315
 ,   ,4,2,N,19,15,10315
 ,   ,4,2,N,19,15,10315
50,1,22,1,N,37,7,10879
50,1,22,1,N,37,7,10879
50,1,22,1,N,37,7,10879
 ,   ,22,1,N,37,7,10879
 ,   ,22,1,N,37,7,10879
 ,   ,22,1,N,37,7,10879
 ,0,22,1,0,37,7,10879
 ,0,22,1,0,37,7,10879
 ,0,22,1,0,37,7,10879
   ,1,6,1, ,95,8,10971
   ,1,6,1, ,95,8,10971
   ,1,6,1, ,95,8,10971
   ,SRS,6,1,0,95,8,10971
   ,SRS,6,1,0,95,8,10971
   ,SRS,6,1,0,95,8,10971
   ,      ,16,1,   ,65,33,10787
   ,      ,16,1,   ,65,33,10787
   ,      ,16,1,   ,65,33,10787
G17,1,16,1, ,65,33,10787
G17,1,16,1, ,65,33,10787
G17,1,16,1, ,65,33,10787
G13,1,16,1, ,65,33,10787
G13,1,16,1, ,65,33,10787
G13,1,16,1, ,65,33,10787
   ,      ,10,1,   ,15,18,10993
   ,      ,10,1,   ,15,18,10993
   ,      ,10,1,   ,15,18,10993
 ,   ,10,1,N,15,18,10993
 ,   ,10,1,N,15,18,10993
 ,   ,10,1,N,15,18,10993
   ,      ,4,2,   ,19,15,10005
   ,      ,4,2,   ,19,15,10005
   ,      ,4,2,   ,19,15,10005
P01,      ,4,2,   ,19,15,10005
P01,      ,4,2,   ,19,15,10005
P01,      ,4,2,   ,19,15,10005
 ,   ,4,2,N,19,15,10005
 ,   ,4,2,N,19,15,10005
 ,   ,4,2,N,19,15,10005
0, ,4,2,1,19,15,10005
0, ,4,2,1,19,15,10005
0, ,4,2,1,19,15,10005
50,1,21,1,N,46,44,10856
50,1,21,1,N,46,44,10856
50,1,21,1,N,46,44,10856
G17,1,21,1, ,46,44,10856
G17,1,21,1, ,46,44,10856
G17,1,21,1, ,46,44,10856
G03,1,21,1, ,46,44,10856
G03,1,21,1, ,46,44,10856
G03,1,21,1, ,46,44,10856
 ,   ,4,2,N,90,28,10915
 ,   ,4,2,N,90,28,10915
 ,   ,4,2,N,90,28,10915
G17,1,4,2, ,90,28,10915
G17,1,4,2, ,90,28,10915
G17,1,4,2, ,90,28,10915
   ,N,4,2,0,90,28,10915
   ,N,4,2,0,90,28,10915
   ,N,4,2,0,90,28,10915
 ,   ,4,2,N,19,15,10316
 ,   ,4,2,N,19,15,10316
 ,   ,4,2,N,19,15,10316
ATV, ,4,2,N,19,15,10316
ATV, ,4,2,N,19,15,10316
ATV, ,4,2,N,19,15,10316
   ,1,4,2, ,19,15,10316
   ,1,4,2, ,19,15,10316
   ,1,4,2, ,19,15,10316
30,1,19,1,N,99,26,10820
30,1,19,1,N,99,26,10820
30,1,19,1,N,99,26,10820
G03,1,19,1, ,99,26,10820
G03,1,19,1, ,99,26,10820
G03,1,19,1, ,99,26,10820
   ,N,19,1,0,99,26,10820
   ,N,19,1,0,99,26,10820
   ,N,19,1,0,99,26,10820
50,1,22,1,N,38,7,10880
50,1,22,1,N,38,7,10880
50,1,22,1,N,38,7,10880
 ,   ,22,1,N,38,7,10880
 ,   ,22,1,N,38,7,10880
 ,   ,22,1,N,38,7,10880
N,EP4101,22,1,        ,38,7,10880
N,EP4101,22,1,        ,38,7,10880
N,EP4101,22,1,        ,38,7,10880
30,1,21,1,N,83,44,10232
30,1,21,1,N,83,44,10232
30,1,21,1,N,83,44,10232
30,1,21,1,N,83,44,10232
30,1,21,1,N,83,44,10232
30,1,21,1,N,83,44,10232
50,1,21,1,N,83,44,10232
50,1,21,1,N,83,44,10232
50,1,21,1,N,83,44,10232
   ,1,2,1, ,26,4,10279
   ,1,2,1, ,26,4,10279
   ,1,2,1, ,26,4,10279
G17,1,2,1, ,26,4,10279
G17,1,2,1, ,26,4,10279
G17,1,2,1, ,26,4,10279
N,EP4101,2,1,        ,26,4,10279
N,EP4101,2,1,        ,26,4,10279
N,EP4101,2,1,        ,26,4,10279
 ,   ,4,2,N,19,15,10006
 ,   ,4,2,N,19,15,10006
 ,   ,4,2,N,19,15,10006
G07,1,4,2, ,19,15,10006
G07,1,4,2, ,19,15,10006
G07,1,4,2, ,19,15,10006
0, ,4,2,1,19,15,10006
0, ,4,2,1,19,15,10006
0, ,4,2,1,19,15,10006
   ,      ,21,1,   ,45,44,10224
   ,      ,21,1,   ,45,44,10224
   ,      ,21,1,   ,45,44,10224
10,1,21,1,N,45,44,10224
10,1,21,1,N,45,44,10224
10,1,21,1,N,45,44,10224
 ,   ,21,1,N,45,44,10224
 ,   ,21,1,N,45,44,10224
 ,   ,21,1,N,45,44,10224
30,1,3,1,N,4,1,10302
30,1,3,1,N,4,1,10302
30,1,3,1,N,4,1,10302
50,1,3,1,N,4,1,10302
50,1,3,1,N,4,1,10302
50,1,3,1,N,4,1,10302
 ,   ,3,1,N,4,1,10302
 ,   ,3,1,N,4,1,10302
 ,   ,3,1,N,4,1,10302
50,1,4,2,N,19,15,10627
50,1,4,2,N,19,15,10627
50,1,4,2,N,19,15,10627
50,1,4,2,N,19,15,10627
50,1,4,2,N,19,15,10627
50,1,4,2,N,19,15,10627
50,1,4,2,N,19,15,10627
50,1,4,2,N,19,15,10627
50,1,4,2,N,19,15,10627
G17,1,4,2, ,90,28,10916
G17,1,4,2, ,90,28,10916
G17,1,4,2, ,90,28,10916
   ,N,4,2,0,90,28,10916
   ,N,4,2,0,90,28,10916
   ,N,4,2,0,90,28,10916
0,        ,4,2,300,90,28,10916
0,        ,4,2,300,90,28,10916
0,        ,4,2,300,90,28,10916
30,1,19,1,N,61,47,10181
30,1,19,1,N,61,47,10181
30,1,19,1,N,61,47,10181
50,1,19,1,N,61,47,10181
50,1,19,1,N,61,47,10181
50,1,19,1,N,61,47,10181
 ,0,19,1,0,61,47,10181
 ,0,19,1,0,61,47,10181
 ,0,19,1,0,61,47,10181
50,1,2,1,N,25,4,10280
50,1,2,1,N,25,4,10280
50,1,2,1,N,25,4,10280
G17,1,2,1, ,25,4,10280
G17,1,2,1, ,25,4,10280
G17,1,2,1, ,25,4,10280
N,EP4101,2,1,        ,25,4,10280
N,EP4101,2,1,        ,25,4,10280
N,EP4101,2,1,        ,25,4,10280
   ,      ,6,1,   ,58,13,10348
   ,      ,6,1,   ,58,13,10348
   ,      ,6,1,   ,58,13,10348
 ,   ,6,1,N,58,13,10348
 ,   ,6,1,N,58,13,10348
 ,   ,6,1,N,58,13,10348
N,EP4101,6,1,        ,58,13,10348
N,EP4101,6,1,        ,58,13,10348
N,EP4101,6,1,        ,58,13,10348
50,1,19,1,N,61,47,10484
50,1,19,1,N,61,47,10484
50,1,19,1,N,61,47,10484
50,1,19,1,N,61,47,10484
50,1,19,1,N,61,47,10484
50,1,19,1,N,61,47,10484
G17,1,19,1, ,61,47,10484
G17,1,19,1, ,61,47,10484
G17,1,19,1, ,61,47,10484
50,1,3,1,N,49,1,10594
50,1,3,1,N,49,1,10594
50,1,3,1,N,49,1,10594
G17,1,3,1, ,49,1,10594
G17,1,3,1, ,49,1,10594
G17,1,3,1, ,49,1,10594
N,EP4101,3,1,        ,49,1,10594
N,EP4101,3,1,        ,49,1,10594
N,EP4101,3,1,        ,49,1,10594
 ,   ,13,1,N,100,33,10706
 ,   ,13,1,N,100,33,10706
 ,   ,13,1,N,100,33,10706
G13,1,13,1, ,100,33,10706
G13,1,13,1, ,100,33,10706
G13,1,13,1, ,100,33,10706
 ,0,13,1,0,100,33,10706
 ,0,13,1,0,100,33,10706
 ,0,13,1,0,100,33,10706
   ,      ,4,2,   ,19,15,10007
   ,      ,4,2,   ,19,15,10007
   ,      ,4,2,   ,19,15,10007
 ,   ,4,2,N,19,15,10007
 ,   ,4,2,N,19,15,10007
 ,   ,4,2,N,19,15,10007
G17,1,4,2, ,19,15,10007
G17,1,4,2, ,19,15,10007
G17,1,4,2, ,19,15,10007
   ,      ,4,2,   ,19,15,10628
   ,      ,4,2,   ,19,15,10628
   ,      ,4,2,   ,19,15,10628
50,1,4,2,N,19,15,10628
50,1,4,2,N,19,15,10628
50,1,4,2,N,19,15,10628
 ,   ,4,2,N,19,15,10628
 ,   ,4,2,N,19,15,10628
 ,   ,4,2,N,19,15,10628
50,1,4,2,N,90,28,10917
50,1,4,2,N,90,28,10917
50,1,4,2,N,90,28,10917
G17,1,4,2, ,90,28,10917
G17,1,4,2, ,90,28,10917
G17,1,4,2, ,90,28,10917
   ,N,4,2,0,90,28,10917
   ,N,4,2,0,90,28,10917
   ,N,4,2,0,90,28,10917
50,1,12,1,N,66,22,10078
50,1,12,1,N,66,22,10078
50,1,12,1,N,66,22,10078
50,1,12,1,N,66,22,10078
50,1,12,1,N,66,22,10078
50,1,12,1,N,66,22,10078
G17,1,12,1, ,66,22,10078
G17,1,12,1, ,66,22,10078
G17,1,12,1, ,66,22,10078
0, ,12,1,1,66,22,10078
0, ,12,1,1,66,22,10078
0, ,12,1,1,66,22,10078
50,1,22,1,N,38,7,10881
50,1,22,1,N,38,7,10881
50,1,22,1,N,38,7,10881
 ,   ,22,1,N,38,7,10881
 ,   ,22,1,N,38,7,10881
 ,   ,22,1,N,38,7,10881
 ,0,22,1,0,38,7,10881
 ,0,22,1,0,38,7,10881
 ,0,22,1,0,38,7,10881
   ,      ,6,1,   ,96,9,10972
   ,      ,6,1,   ,96,9,10972
   ,      ,6,1,   ,96,9,10972
TRK, ,6,1,N,96,9,10972
TRK, ,6,1,N,96,9,10972
TRK, ,6,1,N,96,9,10972
G03,1,6,1, ,96,9,10972
G03,1,6,1, ,96,9,10972
G03,1,6,1, ,96,9,10972
50,1,19,1,N,61,47,10485
50,1,19,1,N,61,47,10485
50,1,19,1,N,61,47,10485
TRK, ,19,1,N,61,47,10485
TRK, ,19,1,N,61,47,10485
TRK, ,19,1,N,61,47,10485
G17,1,19,1, ,61,47,10485
G17,1,19,1, ,61,47,10485
G17,1,19,1, ,61,47,10485
10,1,13,1,N,29,5,10707
10,1,13,1,N,29,5,10707
10,1,13,1,N,29,5,10707
 ,   ,13,1,N,29,5,10707
 ,   ,13,1,N,29,5,10707
 ,   ,13,1,N,29,5,10707
G17,1,13,1, ,29,5,10707
G17,1,13,1, ,29,5,10707
G17,1,13,1, ,29,5,10707
P01,      ,10,2,   ,76,18,10994
P01,      ,10,2,   ,76,18,10994
P01,      ,10,2,   ,76,18,10994
 ,0,10,2,0,76,18,10994
 ,0,10,2,0,76,18,10994
 ,0,10,2,0,76,18,10994
   ,      ,4,2,   ,52,20,10003
   ,      ,4,2,   ,52,20,10003
   ,      ,4,2,   ,52,20,10003
10,1,4,2,N,52,20,10003
10,1,4,2,N,52,20,10003
10,1,4,2,N,52,20,10003
G15,1,4,2, ,52,20,10003
G15,1,4,2, ,52,20,10003
G15,1,4,2, ,52,20,10003
10,1,13,1,N,63,47,10089
10,1,13,1,N,63,47,10089
10,1,13,1,N,63,47,10089
 ,   ,13,1,N,63,47,10089
 ,   ,13,1,N,63,47,10089
 ,   ,13,1,N,63,47,10089
 ,   ,13,1,N,63,47,10089
 ,   ,13,1,N,63,47,10089
 ,   ,13,1,N,63,47,10089
G17,1,13,1, ,63,47,10089
G17,1,13,1, ,63,47,10089
G17,1,13,1, ,63,47,10089
30,1,21,1,N,109,44,10554
30,1,21,1,N,109,44,10554
30,1,21,1,N,109,44,10554
50,1,21,1,N,109,44,10554
50,1,21,1,N,109,44,10554
50,1,21,1,N,109,44,10554
G17,1,21,1, ,109,44,10554
G17,1,21,1, ,109,44,10554
G17,1,21,1, ,109,44,10554
30,1,21,1,N,83,44,10857
30,1,21,1,N,83,44,10857
30,1,21,1,N,83,44,10857
50,1,21,1,N,83,44,10857
50,1,21,1,N,83,44,10857
50,1,21,1,N,83,44,10857
G03,1,21,1, ,83,44,10857
G03,1,21,1, ,83,44,10857
G03,1,21,1, ,83,44,10857
   ,      ,6,1,   ,93,14,10031
   ,      ,6,1,   ,93,14,10031
   ,      ,6,1,   ,93,14,10031
 ,   ,6,1,N,93,14,10031
 ,   ,6,1,N,93,14,10031
 ,   ,6,1,N,93,14,10031
   ,1,6,1, ,93,14,10031
   ,1,6,1, ,93,14,10031
   ,1,6,1, ,93,14,10031
   ,1,6,1, ,93,14,10031
   ,1,6,1, ,93,14,10031
   ,1,6,1, ,93,14,10031
30,1,13,1,N,29,5,10396
30,1,13,1,N,29,5,10396
30,1,13,1,N,29,5,10396
N,EP4101,13,1,        ,29,5,10396
N,EP4101,13,1,        ,29,5,10396
N,EP4101,13,1,        ,29,5,10396
0,        ,13,1,300,29,5,10396
0,        ,13,1,300,29,5,10396
0,        ,13,1,300,29,5,10396
 ,0,22,1,0,36,7,10882
 ,0,22,1,0,36,7,10882
 ,0,22,1,0,36,7,10882
N,EP4101,22,1,        ,36,7,10882
N,EP4101,22,1,        ,36,7,10882
N,EP4101,22,1,        ,36,7,10882
N,EP4101,22,1,        ,36,7,10882
N,EP4101,22,1,        ,36,7,10882
N,EP4101,22,1,        ,36,7,10882
TRK, ,6,1,N,97,10,10973
TRK, ,6,1,N,97,10,10973
TRK, ,6,1,N,97,10,10973
G03,1,6,1, ,97,10,10973
G03,1,6,1, ,97,10,10973
G03,1,6,1, ,97,10,10973
   ,      ,7,1,   ,3,26,10349
   ,      ,7,1,   ,3,26,10349
   ,      ,7,1,   ,3,26,10349
TRK, ,7,1,N,3,26,10349
TRK, ,7,1,N,3,26,10349
TRK, ,7,1,N,3,26,10349
N,EP4101,7,1,        ,3,26,10349
N,EP4101,7,1,        ,3,26,10349
N,EP4101,7,1,        ,3,26,10349
   ,      ,4,2,   ,30,41,10008
   ,      ,4,2,   ,30,41,10008
   ,      ,4,2,   ,30,41,10008
G17,1,4,2, ,30,41,10008
G17,1,4,2, ,30,41,10008
G17,1,4,2, ,30,41,10008
G07,1,4,2, ,30,41,10008
G07,1,4,2, ,30,41,10008
G07,1,4,2, ,30,41,10008
   ,      ,4,2,   ,19,15,10004
   ,      ,4,2,   ,19,15,10004
   ,      ,4,2,   ,19,15,10004
50,1,4,2,N,19,15,10004
50,1,4,2,N,19,15,10004
50,1,4,2,N,19,15,10004
 ,   ,4,2,N,19,15,10004
 ,   ,4,2,N,19,15,10004
 ,   ,4,2,N,19,15,10004
0, ,4,2,1,19,15,10004
0, ,4,2,1,19,15,10004
0, ,4,2,1,19,15,10004
50,1,3,1,N,31,30,10303
50,1,3,1,N,31,30,10303
50,1,3,1,N,31,30,10303
G17,1,3,1, ,31,30,10303
G17,1,3,1, ,31,30,10303
G17,1,3,1, ,31,30,10303
   ,N,3,1,0,31,30,10303
   ,N,3,1,0,31,30,10303
   ,N,3,1,0,31,30,10303
   ,      ,4,2,   ,19,15,10629
   ,      ,4,2,   ,19,15,10629
   ,      ,4,2,   ,19,15,10629
50,1,4,2,N,19,15,10629
50,1,4,2,N,19,15,10629
50,1,4,2,N,19,15,10629
   ,1,4,2, ,19,15,10629
   ,1,4,2, ,19,15,10629
   ,1,4,2, ,19,15,10629
   ,      ,19,1,   ,99,26,10821
   ,      ,19,1,   ,99,26,10821
   ,      ,19,1,   ,99,26,10821
50,1,19,1,N,99,26,10821
50,1,19,1,N,99,26,10821
50,1,19,1,N,99,26,10821
G03,1,19,1, ,99,26,10821
G03,1,19,1, ,99,26,10821
G03,1,19,1, ,99,26,10821
50,1,6,1,N,98,11,10974
50,1,6,1,N,98,11,10974
50,1,6,1,N,98,11,10974
G17,1,6,1, ,98,11,10974
G17,1,6,1, ,98,11,10974
G17,1,6,1, ,98,11,10974
   ,      ,7,1,   ,3,26,10350
   ,      ,7,1,   ,3,26,10350
   ,      ,7,1,   ,3,26,10350
G17,1,7,1, ,3,26,10350
G17,1,7,1, ,3,26,10350
G17,1,7,1, ,3,26,10350
G17,1,7,1, ,3,26,10350
G17,1,7,1, ,3,26,10350
G17,1,7,1, ,3,26,10350
50,1,19,1,N,61,47,10486
50,1,19,1,N,61,47,10486
50,1,19,1,N,61,47,10486
 ,   ,19,1,N,61,47,10486
 ,   ,19,1,N,61,47,10486
 ,   ,19,1,N,61,47,10486
 ,   ,19,1,N,61,47,10486
 ,   ,19,1,N,61,47,10486
 ,   ,19,1,N,61,47,10486
   ,      ,21,1,   ,45,44,10538
   ,      ,21,1,   ,45,44,10538
   ,      ,21,1,   ,45,44,10538
TRK, ,21,1,N,45,44,10538
TRK, ,21,1,N,45,44,10538
TRK, ,21,1,N,45,44,10538
G04,1,21,1, ,45,44,10538
G04,1,21,1, ,45,44,10538
G04,1,21,1, ,45,44,10538
   ,      ,3,1,   ,53,30,10595
   ,      ,3,1,   ,53,30,10595
   ,      ,3,1,   ,53,30,10595
 ,   ,3,1,N,53,30,10595
 ,   ,3,1,N,53,30,10595
 ,   ,3,1,N,53,30,10595
G17,1,3,1, ,53,30,10595
G17,1,3,1, ,53,30,10595
G17,1,3,1, ,53,30,10595
   ,      ,4,2,   ,30,41,10009
   ,      ,4,2,   ,30,41,10009
   ,      ,4,2,   ,30,41,10009
N,EP4101,4,2,        ,30,41,10009
N,EP4101,4,2,        ,30,41,10009
N,EP4101,4,2,        ,30,41,10009
G17,1,21,1, ,109,44,10555
G17,1,21,1, ,109,44,10555
G17,1,21,1, ,109,44,10555
G17,1,21,1, ,109,44,10555
G17,1,21,1, ,109,44,10555
G17,1,21,1, ,109,44,10555
G17,1,21,1, ,109,44,10555
G17,1,21,1, ,109,44,10555
G17,1,21,1, ,109,44,10555
30,1,21,1,N,83,44,10858
30,1,21,1,N,83,44,10858
30,1,21,1,N,83,44,10858
G03,1,21,1, ,83,44,10858
G03,1,21,1, ,83,44,10858
G03,1,21,1, ,83,44,10858
N,EP4101,21,1,        ,83,44,10858
N,EP4101,21,1,        ,83,44,10858
N,EP4101,21,1,        ,83,44,10858
   ,      ,10,1,   ,15,18,10665
   ,      ,10,1,   ,15,18,10665
   ,      ,10,1,   ,15,18,10665
 ,   ,10,1,N,15,18,10665
 ,   ,10,1,N,15,18,10665
 ,   ,10,1,N,15,18,10665
0, ,10,1,1,15,18,10665
0, ,10,1,1,15,18,10665
0, ,10,1,1,15,18,10665
50,1,19,1,N,99,26,10822
50,1,19,1,N,99,26,10822
50,1,19,1,N,99,26,10822
G13,1,19,1, ,99,26,10822
G13,1,19,1, ,99,26,10822
G13,1,19,1, ,99,26,10822
G03,1,19,1, ,99,26,10822
G03,1,19,1, ,99,26,10822
G03,1,19,1, ,99,26,10822
50,1,6,1,N,58,13,10975
50,1,6,1,N,58,13,10975
50,1,6,1,N,58,13,10975
G17,1,6,1, ,58,13,10975
G17,1,6,1, ,58,13,10975
G17,1,6,1, ,58,13,10975
P01,      ,19,1,   ,61,47,10487
P01,      ,19,1,   ,61,47,10487
P01,      ,19,1,   ,61,47,10487
30,1,19,1,N,61,47,10487
30,1,19,1,N,61,47,10487
30,1,19,1,N,61,47,10487
0, ,19,1,4,61,47,10487
0, ,19,1,4,61,47,10487
0, ,19,1,4,61,47,10487
10,1,13,1,N,63,47,10708
10,1,13,1,N,63,47,10708
10,1,13,1,N,63,47,10708
TRK, ,13,1,N,63,47,10708
TRK, ,13,1,N,63,47,10708
TRK, ,13,1,N,63,47,10708
N,EP4101,13,1,        ,63,47,10708
N,EP4101,13,1,        ,63,47,10708
N,EP4101,13,1,        ,63,47,10708
   ,      ,4,2,   ,30,41,10010
   ,      ,4,2,   ,30,41,10010
   ,      ,4,2,   ,30,41,10010
50,1,4,2,N,30,41,10010
50,1,4,2,N,30,41,10010
50,1,4,2,N,30,41,10010
 ,   ,4,2,N,30,41,10010
 ,   ,4,2,N,30,41,10010
 ,   ,4,2,N,30,41,10010
 ,   ,3,1,N,32,30,10304
 ,   ,3,1,N,32,30,10304
 ,   ,3,1,N,32,30,10304
 ,   ,3,1,N,32,30,10304
 ,   ,3,1,N,32,30,10304
 ,   ,3,1,N,32,30,10304
G17,1,3,1, ,32,30,10304
G17,1,3,1, ,32,30,10304
G17,1,3,1, ,32,30,10304
30,1,21,1,N,109,44,10556
30,1,21,1,N,109,44,10556
30,1,21,1,N,109,44,10556
 ,   ,21,1,N,109,44,10556
 ,   ,21,1,N,109,44,10556
 ,   ,21,1,N,109,44,10556
G17,1,21,1, ,109,44,10556
G17,1,21,1, ,109,44,10556
G17,1,21,1, ,109,44,10556
30,1,12,1,N,66,22,10079
30,1,12,1,N,66,22,10079
30,1,12,1,N,66,22,10079
50,1,12,1,N,66,22,10079
50,1,12,1,N,66,22,10079
50,1,12,1,N,66,22,10079
   ,TRKSVP,12,1,0,66,22,10079
   ,TRKSVP,12,1,0,66,22,10079
   ,TRKSVP,12,1,0,66,22,10079
0, ,12,1,1,66,22,10079
0, ,12,1,1,66,22,10079
0, ,12,1,1,66,22,10079
30,1,19,1,N,67,36,10505
30,1,19,1,N,67,36,10505
30,1,19,1,N,67,36,10505
50,1,19,1,N,67,36,10505
50,1,19,1,N,67,36,10505
50,1,19,1,N,67,36,10505
50,1,19,1,N,67,36,10505
50,1,19,1,N,67,36,10505
50,1,19,1,N,67,36,10505
10,1,10,1,N,14,18,10666
10,1,10,1,N,14,18,10666
10,1,10,1,N,14,18,10666
50,1,10,1,N,14,18,10666
50,1,10,1,N,14,18,10666
50,1,10,1,N,14,18,10666
 ,   ,10,1,N,14,18,10666
 ,   ,10,1,N,14,18,10666
 ,   ,10,1,N,14,18,10666
 ,   ,19,1,N,99,26,10823
 ,   ,19,1,N,99,26,10823
 ,   ,19,1,N,99,26,10823
G03,1,19,1, ,99,26,10823
G03,1,19,1, ,99,26,10823
G03,1,19,1, ,99,26,10823
N,EP4101,19,1,        ,99,26,10823
N,EP4101,19,1,        ,99,26,10823
N,EP4101,19,1,        ,99,26,10823
50,1,7,1,N,3,26,10976
50,1,7,1,N,3,26,10976
50,1,7,1,N,3,26,10976
N,EP4101,7,1,        ,3,26,10976
N,EP4101,7,1,        ,3,26,10976
N,EP4101,7,1,        ,3,26,10976
P01,      ,19,1,   ,61,47,10488
P01,      ,19,1,   ,61,47,10488
P01,      ,19,1,   ,61,47,10488
30,1,19,1,N,61,47,10488
30,1,19,1,N,61,47,10488
30,1,19,1,N,61,47,10488
0, ,19,1,4,61,47,10488
0, ,19,1,4,61,47,10488
0, ,19,1,4,61,47,10488
TRK, ,21,1,N,82,44,10539
TRK, ,21,1,N,82,44,10539
TRK, ,21,1,N,82,44,10539
G17,1,21,1, ,82,44,10539
G17,1,21,1, ,82,44,10539
G17,1,21,1, ,82,44,10539
G04,1,21,1, ,82,44,10539
G04,1,21,1, ,82,44,10539
G04,1,21,1, ,82,44,10539
30,1,13,1,N,64,39,10709
30,1,13,1,N,64,39,10709
30,1,13,1,N,64,39,10709
50,1,13,1,N,64,39,10709
50,1,13,1,N,64,39,10709
50,1,13,1,N,64,39,10709
 ,   ,13,1,N,64,39,10709
 ,   ,13,1,N,64,39,10709
 ,   ,13,1,N,64,39,10709
   ,      ,4,2,   ,52,20,10011
   ,      ,4,2,   ,52,20,10011
   ,      ,4,2,   ,52,20,10011
10,1,4,2,N,52,20,10011
10,1,4,2,N,52,20,10011
10,1,4,2,N,52,20,10011
G17,1,4,2, ,52,20,10011
G17,1,4,2, ,52,20,10011
G17,1,4,2, ,52,20,10011
   ,1,21,1, ,109,44,10557
   ,1,21,1, ,109,44,10557
   ,1,21,1, ,109,44,10557
G17,1,21,1, ,109,44,10557
G17,1,21,1, ,109,44,10557
G17,1,21,1, ,109,44,10557
0, ,21,1,4,109,44,10557
0, ,21,1,4,109,44,10557
0, ,21,1,4,109,44,10557
G17,1,21,1, ,84,44,10859
G17,1,21,1, ,84,44,10859
G17,1,21,1, ,84,44,10859
G03,1,21,1, ,84,44,10859
